token_id,background,base,laces,subs
1433,Goldenhour,Red,Purple,Gold
1434,Goldenhour,Blue2,Purple,Purple
1435,Goldenhour,Pink,Red,Blue
1436,Tunnel,Blue2,Pink,White
1437,Street,Blue2,Red,Red
1438,Street,Red,White-red,Diamond
1439,Street,Darkblue,Pink,White
1440,Ancient,Purple,Green,White
1441,Changingroom,Red,White-purple,Red
1442,Tunnel,Blue,Green,Blue
1443,Ancient,Blue2,White-blue,Green
1444,Ancient,Green,Red,Red
1445,Changingroom,Blue2,White-pink,Black
1446,Tunnel,Purple,Diamond,Purple
1447,Tunnel,Green,White-red,Black
1448,Street,Blue,White-red,Blue
1449,Goldenhour,Purple,Yellow,Green
1450,Changingroom,Green,Pink,Black
1451,Street,Darkgreen,White-pink,Purple
1452,Changingroom,Green,Purple,Diamond
1453,Stadium,Darkgreen,White-purple,White
1454,Changingroom,Purple,Yellow,Purple
1455,Street,Darkgreen,Yellow,Green
1456,Tunnel,Darkgreen,Yellow,Black
1457,Goldenhour,Blue,Yellow,Green
1458,Changingroom,Blue2,Red,Gold
1459,Changingroom,Blue2,White-blue,Black
1460,Tunnel,Blue2,Green,Green
1461,Goldenhour,Red,Gold,Green
1462,Changingroom,Red,Diamond,White
1463,Tunnel,Blue2,Pink,Green
1464,Goldenhour,Darkblue,White-pink,Black
1465,Tunnel,Blue2,Red,Green
1466,Ancient,Blue2,Blue,Green
1467,Tunnel,Darkblue,Pink,Purple
1468,Street,Blue,Purple,Blue
1469,Tunnel,Gold,White,Blue
1470,Goldenhour,Darkblue,White-red,White
1471,Changingroom,Red,White,Green
1472,Street,Red,Yellow,Green
1473,Goldenhour,Green,Gold,White
1474,Stadium,Pink,White-purple,Purple
1475,Ancient,Red,Yellow,White
1476,Goldenhour,Pink,Blue,Purple
1477,Tunnel,Darkgreen,White,Black
1478,Tunnel,Pink,Yellow,Purple
1479,Street,Green,Diamond,Green
1480,Stadium,Purple,White-red,Black
1481,Changingroom,Red,White-pink,Purple
1482,Tunnel,Pink,White-pink,Red
1483,Stadium,Pink,Diamond,Gold
1484,Goldenhour,Blue,Purple,Black
1485,Street,Purple,Green,White
1486,Tunnel,Red,Green,Black
1487,Goldenhour,Red,Purple,Purple
1488,Stadium,Purple,White-pink,Red
1489,Changingroom,Red,Purple,Purple
1490,Stadium,Gold,White,Red
1491,Goldenhour,Blue,White-red,Purple
1492,Street,Darkgreen,White,Purple
1493,Street,Blue,Green,Green
1494,Street,Red,Yellow,White
1495,Stadium,Darkgreen,White,Green
1496,Street,Purple,Pink,Black
1497,Changingroom,Red,White,Red
1498,Tunnel,Darkblue,Pink,Diamond
1499,Street,Green,White-pink,Black
1500,Goldenhour,Green,Green,Purple
1501,Street,Gold,White,White
1502,Goldenhour,Blue,Gold,Gold
1503,Goldenhour,Purple,White,Red
1504,Stadium,Red,Blue,Blue
1505,Goldenhour,Darkblue,White-red,Green
1506,Ancient,Darkblue,White-pink,Blue
1507,Changingroom,Darkblue,Red,Blue
1508,Street,Blue,Red,Red
1509,Tunnel,Purple,Pink,Diamond
1510,Street,Gold,Gold,White
1511,Stadium,Gold,Blue,Green
1512,Stadium,Darkblue,White-red,Red
1513,Stadium,Red,Gold,White
1514,Stadium,Darkblue,Blue,Blue
1515,Goldenhour,Darkgreen,White,White
1516,Stadium,Blue,White,Blue
1517,Goldenhour,Blue,White-red,White
1518,Stadium,Red,White-pink,White
1519,Changingroom,Red,Red,White
1520,Ancient,Red,Green,White
1521,Street,Blue,Yellow,Green
1522,Changingroom,Green,White-blue,Green
1523,Stadium,Pink,White-pink,Red
1524,Goldenhour,Purple,White-purple,Blue
1525,Changingroom,Darkblue,White-blue,Blue
1526,Tunnel,Darkgreen,Pink,Diamond
1527,Tunnel,Gold,Pink,Purple
1528,Street,Blue,White-purple,Green
1529,Changingroom,Red,Red,Black
1530,Stadium,Blue,Purple,White
1531,Changingroom,Purple,Purple,Diamond
1532,Street,Blue,White-pink,Gold
1533,Changingroom,Red,White-purple,Purple
1534,Goldenhour,Pink,Purple,White
1535,Ancient,Pink,Blue,Blue
1536,Goldenhour,Purple,Pink,Purple
1537,Stadium,Darkblue,Green,Blue
1538,Changingroom,Gold,White,Blue
1539,Changingroom,Pink,Diamond,Green
1540,Tunnel,Pink,Diamond,Purple
1541,Changingroom,Red,White-blue,Gold
1542,Goldenhour,Blue2,Blue,Green
1543,Stadium,Purple,Yellow,White
1544,Tunnel,Blue2,White-blue,Green
1545,Street,Gold,Pink,Blue
1546,Street,Red,Diamond,White
1547,Street,Darkblue,Blue,Gold
1548,Goldenhour,Blue2,White-pink,Black
1549,Street,Blue,Green,Blue
1550,Goldenhour,Blue,Green,Blue
1551,Stadium,Darkgreen,White-red,Green
1552,Street,Darkgreen,White-purple,Black
1553,Stadium,Gold,White-blue,Black
1554,Street,Green,Gold,Black
1555,Tunnel,Darkgreen,White-blue,Blue
1556,Goldenhour,Blue,White-pink,Gold
1557,Changingroom,Blue2,Blue,Blue
1558,Tunnel,Darkgreen,White-blue,White
1559,Stadium,Pink,Pink,Blue
1560,Ancient,Green,Purple,Green
1561,Changingroom,Pink,White-purple,Blue
1562,Ancient,Green,White-purple,Purple
1563,Changingroom,Blue,Red,Red
1564,Goldenhour,Blue2,Red,White
1565,Goldenhour,Blue2,Yellow,Blue
1566,Tunnel,Darkgreen,White-red,Green
1567,Stadium,Darkblue,Red,White
1568,Tunnel,Blue2,Green,Red
1569,Stadium,Green,Purple,Blue
1570,Changingroom,Pink,Purple,Red
1571,Tunnel,Purple,Blue,Purple
1572,Stadium,Purple,White-blue,Purple
1573,Street,Green,Purple,Purple
1574,Street,Blue2,Blue,Green
1575,Tunnel,Green,Purple,White
1576,Tunnel,Red,White-red,Black
1577,Tunnel,Green,Green,Red
1578,Tunnel,Purple,Purple,Purple
1579,Street,Darkgreen,White-pink,Gold
1580,Changingroom,Purple,White-blue,White
1581,Stadium,Darkblue,Purple,Purple
1582,Tunnel,Darkblue,White-pink,White
1583,Tunnel,Blue,Yellow,Black
1584,Street,Pink,Red,White
1585,Changingroom,Green,White-blue,White
1586,Changingroom,Purple,Blue,Purple
1587,Street,Pink,Blue,Black
1588,Stadium,Blue,Green,Green
1589,Street,Pink,Blue,Purple
1590,Changingroom,Purple,Red,Green
1591,Changingroom,Blue2,Green,White
1592,Tunnel,Blue,Red,White
1593,Goldenhour,Purple,Pink,Red
1594,Tunnel,Blue2,Diamond,Black
1595,Goldenhour,Blue,White,Green
1596,Tunnel,Purple,Purple,White
1597,Ancient,Blue2,Yellow,Red
1598,Stadium,Darkgreen,Pink,Black
1599,Goldenhour,Darkgreen,Red,Green
1600,Stadium,Blue2,White-purple,White
1601,Stadium,Purple,Pink,White
1602,Stadium,Pink,White-pink,White
1603,Ancient,Blue2,White-purple,Black
1604,Stadium,Blue,Diamond,Gold
1605,Goldenhour,Darkgreen,Red,Black
1606,Street,Darkgreen,White,Blue
1607,Street,Purple,Red,Green
1608,Goldenhour,Blue,Yellow,White
1609,Stadium,Blue2,Pink,Red
1610,Stadium,Green,Blue,Purple
1611,Changingroom,Pink,Pink,Blue
1612,Goldenhour,Blue2,Gold,Red
1613,Changingroom,Darkgreen,Purple,Blue
1614,Street,Blue,White,White
1615,Stadium,Purple,Diamond,Purple
1616,Street,Pink,Yellow,Green
1617,Tunnel,Purple,Gold,Gold
1618,Street,Blue2,Pink,Red
1619,Tunnel,Darkblue,Gold,Purple
1620,Tunnel,Green,Purple,Gold
1621,Tunnel,Purple,Blue,Black
1622,Tunnel,Darkblue,Blue,Red
1623,Goldenhour,Darkblue,Yellow,Black
1624,Tunnel,Purple,White-red,Red
1625,Street,Gold,Blue,Black
1626,Tunnel,Blue2,White-pink,Purple
1627,Street,Red,Red,Black
1628,Goldenhour,Green,White-purple,Black
1629,Ancient,Purple,White-pink,Purple
1630,Tunnel,Red,Blue,Green
1631,Street,Pink,Green,White
1632,Stadium,Darkgreen,Blue,Blue
1633,Goldenhour,Purple,Purple,Blue
1634,Ancient,Blue,Gold,Green
1635,Stadium,Blue,White-pink,White
1636,Goldenhour,Darkgreen,Purple,Red
1637,Ancient,Blue,White,Red
1638,Tunnel,Red,White-blue,Red
1639,Goldenhour,Green,Blue,Red
1640,Changingroom,Darkblue,Yellow,Green
1641,Stadium,Darkgreen,White-blue,Blue
1642,Tunnel,Blue,White-pink,White
1643,Stadium,Green,White-purple,Red
1644,Stadium,Blue,Red,Red
1645,Tunnel,Red,White-purple,White
1646,Changingroom,Pink,White-red,Purple
1647,Changingroom,Darkgreen,Pink,Green
1648,Stadium,Green,Red,Red
1649,Changingroom,Purple,Green,Black
1650,Goldenhour,Green,Pink,Black
1651,Tunnel,Blue,Purple,White
1652,Street,Darkblue,White,Black
1653,Goldenhour,Blue,Diamond,Red
1654,Tunnel,Pink,Purple,White
1655,Stadium,Darkblue,White-pink,Blue
1656,Ancient,Gold,Purple,Blue
1657,Goldenhour,Darkgreen,Blue,Red
1658,Ancient,Darkblue,White,White
1659,Tunnel,Purple,Pink,Purple
1660,Street,Darkblue,White-pink,Purple
1661,Ancient,Gold,White-red,Purple
1662,Stadium,Red,White-red,White
1663,Stadium,Gold,White-purple,Green
1664,Changingroom,Red,White-red,Blue
1665,Stadium,Pink,Yellow,Purple
1666,Tunnel,Blue,Diamond,Black
1667,Tunnel,Blue2,White-purple,Black
1668,Goldenhour,Pink,Blue,Black
1669,Ancient,Purple,Green,Gold
1670,Street,Green,Green,Green
1671,Stadium,Blue,Blue,Green
1672,Stadium,Darkgreen,White,Blue
1673,Goldenhour,Blue2,White-blue,Black
1674,Goldenhour,Blue2,White-blue,Green
1675,Tunnel,Blue2,White-red,Diamond
1676,Goldenhour,Gold,White-purple,Purple
1677,Goldenhour,Pink,Blue,Blue
1678,Goldenhour,Red,White-purple,Purple
1679,Tunnel,Pink,White-purple,Purple
1680,Goldenhour,Blue2,Purple,Red
1681,Tunnel,Blue2,White-red,Red
1682,Changingroom,Darkgreen,Green,Green
1683,Goldenhour,Blue2,Purple,Green
1684,Changingroom,Pink,Pink,Red
1685,Changingroom,Blue2,White-pink,Green
1686,Ancient,Red,Yellow,Black
1687,Tunnel,Purple,White-pink,Black
1688,Goldenhour,Blue2,Red,Blue
1689,Goldenhour,Blue2,Green,Black
1690,Street,Red,White-purple,Blue
1691,Tunnel,Gold,Blue,Black
1692,Stadium,Red,White-pink,Black
1693,Goldenhour,Darkblue,Red,Purple
1694,Stadium,Blue,Diamond,Red
1695,Goldenhour,Red,Green,Purple
1696,Goldenhour,Blue2,White-purple,White
1697,Tunnel,Darkblue,White-pink,Red
1698,Tunnel,Darkblue,Pink,Blue
1699,Stadium,Darkgreen,Purple,Gold
1700,Street,Darkgreen,Green,Black
1701,Street,Blue2,White,Gold
1702,Ancient,Blue2,White-blue,Black
1703,Goldenhour,Green,Gold,Red
1704,Stadium,Purple,White-pink,Blue
1705,Stadium,Blue,Yellow,White
1706,Street,Darkgreen,White-purple,Red
1707,Street,Pink,Pink,White
1708,Street,Pink,White-blue,Purple
1709,Street,Purple,White-blue,Purple
1710,Changingroom,Darkblue,Gold,Red
1711,Ancient,Pink,White-blue,Black
1712,Street,Red,Green,Purple
1713,Changingroom,Blue2,Red,Blue
1714,Street,Darkblue,Pink,Purple
1715,Tunnel,Red,White-red,Purple
1716,Goldenhour,Blue2,Yellow,Black
1717,Stadium,Blue2,White-blue,Red
1718,Ancient,Blue,White-red,Red
1719,Goldenhour,Red,White-purple,Black
1720,Goldenhour,Darkblue,Pink,Green
1721,Tunnel,Purple,White-red,Black
1722,Stadium,Red,Red,Green
1723,Stadium,Darkgreen,Blue,Purple
1724,Stadium,Green,White-purple,White
1725,Goldenhour,Darkgreen,White-blue,Blue
1726,Street,Blue,Green,Purple
1727,Tunnel,Pink,Yellow,Black
1728,Changingroom,Purple,Diamond,Purple
1729,Stadium,Blue2,Green,Green
1730,Goldenhour,Red,White,Green
1731,Stadium,Darkblue,White-purple,White
1732,Changingroom,Red,Green,Blue
1733,Ancient,Purple,White-purple,Purple
1734,Stadium,Blue2,Green,White
1735,Changingroom,Red,Gold,White
1736,Changingroom,Blue,White-red,White
1737,Stadium,Green,White-purple,Green
1738,Tunnel,Pink,White-pink,Black
1739,Changingroom,Red,Red,Red
1740,Tunnel,Blue2,Diamond,Purple
1741,Changingroom,Green,White-pink,Red
1742,Stadium,Darkblue,Green,Green
1743,Changingroom,Pink,White-red,Black
1744,Stadium,Darkgreen,Green,Black
1745,Tunnel,Pink,Yellow,White
1746,Goldenhour,Darkgreen,Green,Blue
1747,Street,Blue,Yellow,White
1748,Tunnel,Blue2,White-purple,Red
1749,Tunnel,Blue2,White,Black
1750,Stadium,Darkblue,White,Purple
1751,Stadium,Darkgreen,Purple,Red
1752,Changingroom,Purple,White-red,Green
1753,Stadium,Green,Blue,White
1754,Changingroom,Red,White,Black
1755,Goldenhour,Darkblue,White-purple,White
1756,Ancient,Purple,Blue,Blue
1757,Street,Gold,White-pink,Black
1758,Stadium,Purple,White-red,White
1759,Stadium,Darkblue,White-red,Black
1760,Tunnel,Darkgreen,White,White
1761,Street,Purple,Gold,Green
1762,Street,Blue2,Gold,Red
1763,Goldenhour,Darkblue,Yellow,White
1764,Ancient,Darkblue,Red,Purple
1765,Goldenhour,Red,Gold,Red
1766,Goldenhour,Darkgreen,Yellow,Diamond
1767,Stadium,Red,Yellow,Green
1768,Changingroom,Purple,Pink,White
1769,Stadium,Gold,Blue,White
1770,Tunnel,Purple,Green,Diamond
1771,Street,Darkgreen,Purple,White
1772,Tunnel,Blue2,Green,Black
1773,Street,Blue2,White-blue,Purple
1774,Street,Blue,White-pink,Green
1775,Ancient,Purple,White,Green
1776,Street,Green,White-purple,White
1777,Changingroom,Purple,White-blue,Green
1778,Ancient,Blue2,White-pink,Blue
1779,Changingroom,Darkblue,Yellow,Red
1780,Stadium,Darkgreen,Pink,White
1781,Stadium,Blue2,Yellow,Diamond
1782,Tunnel,Blue,Purple,Gold
1783,Stadium,Blue,Pink,Blue
1784,Goldenhour,Blue2,White-pink,Red
1785,Tunnel,Blue2,White-purple,Blue
1786,Tunnel,Purple,Blue,Red
1787,Stadium,Red,White,Green
1788,Stadium,Purple,Blue,Black
1789,Tunnel,Green,Gold,Green
1790,Changingroom,Red,White-pink,Green
1791,Stadium,Green,White,Red
1792,Goldenhour,Darkgreen,Blue,Green
1793,Stadium,Darkgreen,White,Purple
1794,Stadium,Purple,White-blue,Red
1795,Goldenhour,Blue2,White-red,Diamond
1796,Stadium,Pink,White-pink,Black
1797,Changingroom,Blue2,Blue,White
1798,Goldenhour,Darkblue,White-purple,Green
1799,Street,Blue,White-blue,White
1800,Ancient,Blue,Red,White
1801,Stadium,Red,Green,Green
1802,Tunnel,Purple,Red,Black
1803,Stadium,Darkgreen,White-pink,Red
1804,Changingroom,Green,Red,Blue
1805,Ancient,Red,Green,Red
1806,Street,Pink,Gold,Green
1807,Goldenhour,Darkgreen,Blue,Blue
1808,Tunnel,Blue,Red,Black
1809,Street,Darkgreen,Red,Red
1810,Stadium,Red,Blue,White
1811,Changingroom,Blue,Gold,White
1812,Changingroom,Green,White-blue,Diamond
1813,Stadium,Darkgreen,White-red,Purple
1814,Street,Red,Blue,Purple
1815,Goldenhour,Blue,White-pink,Green
1816,Tunnel,Purple,White-blue,White
1817,Stadium,Green,Red,Black
1818,Changingroom,Purple,Blue,Green
1819,Tunnel,Red,Yellow,White
1820,Stadium,Red,White-red,Black
1821,Goldenhour,Green,White-pink,Purple
1822,Stadium,Blue,White,Black
1823,Goldenhour,Gold,White-red,Green
1824,Stadium,Green,Red,Blue
1825,Changingroom,Darkgreen,White-pink,Diamond
1826,Changingroom,Darkgreen,Diamond,White
1827,Street,Darkblue,White-blue,Purple
1828,Stadium,Gold,White-pink,Gold
1829,Street,Darkblue,Blue,Purple
1830,Stadium,Blue,Green,White
1831,Stadium,Green,White-red,Green
1832,Goldenhour,Blue,Purple,Gold
1833,Goldenhour,Blue,Diamond,White
1834,Stadium,Green,Purple,Green
1835,Tunnel,Purple,Yellow,Blue
1836,Changingroom,Red,White-purple,Black
1837,Stadium,Darkgreen,Green,Red
1838,Tunnel,Purple,White-red,White
1839,Tunnel,Blue2,Blue,Black
1840,Goldenhour,Darkgreen,White,Purple
1841,Goldenhour,Red,Pink,White
1842,Street,Darkblue,White-red,Red
1843,Stadium,Blue,Yellow,Red
1844,Street,Darkblue,Yellow,Blue
1845,Stadium,Red,Yellow,Purple
1846,Goldenhour,Red,White-blue,Red
1847,Street,Green,Pink,Red
1848,Tunnel,Purple,Pink,Blue
1849,Stadium,Red,White-blue,Green
1850,Changingroom,Darkblue,Red,Black
1851,Tunnel,Darkblue,Yellow,White
1852,Changingroom,Blue,White-blue,White
1853,Street,Darkgreen,Diamond,Black
1854,Street,Green,White-pink,Blue
1855,Stadium,Darkblue,White,Blue
1856,Ancient,Blue,White,Black
1857,Street,Darkblue,Blue,Blue
1858,Tunnel,Purple,White,Black
1859,Changingroom,Gold,White,Black
1860,Tunnel,Darkgreen,Red,Black
1861,Street,Pink,White,Red
1862,Stadium,Green,Purple,Purple
1863,Goldenhour,Blue2,White-red,Black
1864,Tunnel,Darkblue,Purple,Green
1865,Street,Gold,Blue,Blue
1866,Stadium,Purple,White,Black
1867,Stadium,Purple,Yellow,Red
1868,Tunnel,Purple,White-pink,Purple
1869,Tunnel,Gold,White-purple,Red
1870,Goldenhour,Green,White,Red
1871,Tunnel,Darkgreen,White-pink,White
1872,Tunnel,Darkgreen,White-purple,Blue
1873,Changingroom,Darkgreen,White-red,Purple
1874,Stadium,Blue,Purple,Red
1875,Street,Darkgreen,Yellow,Black
1876,Goldenhour,Blue,White,Red
1877,Stadium,Darkgreen,White-purple,Purple
1878,Street,Darkblue,Red,Blue
1879,Goldenhour,Gold,Yellow,Green
1880,Tunnel,Red,White-pink,Green
1881,Goldenhour,Purple,Green,Purple
1882,Street,Darkgreen,Gold,Red
1883,Stadium,Green,White,Black
1884,Street,Blue2,Green,White
1885,Stadium,Green,Blue,Blue
1886,Stadium,Red,Gold,Black
1887,Goldenhour,Blue,White-pink,Blue
1888,Changingroom,Blue,White-purple,Blue
1889,Tunnel,Darkblue,Blue,Blue
1890,Changingroom,Darkblue,Diamond,Blue
1891,Tunnel,Purple,White-pink,Blue
1892,Tunnel,Purple,Purple,Blue
1893,Changingroom,Pink,Yellow,Red
1894,Tunnel,Blue,Blue,White
1895,Goldenhour,Green,White-pink,White
1896,Stadium,Blue2,White-blue,Gold
1897,Street,Red,Yellow,Red
1898,Stadium,Darkgreen,Red,Green
1899,Goldenhour,Purple,Yellow,Blue
1900,Ancient,Blue,Purple,Black
1901,Street,Red,Diamond,Purple
1902,Ancient,Green,White-pink,Purple
1903,Street,Blue,White-blue,Black
1904,Goldenhour,Green,Purple,Blue
1905,Changingroom,Purple,White-pink,Red
1906,Changingroom,Blue2,Green,Red
1907,Stadium,Darkblue,White-pink,Red
1908,Street,Green,White-red,Black
1909,Street,Darkgreen,Blue,Purple
1910,Tunnel,Red,Blue,Black
1911,Changingroom,Blue2,Pink,Black
1912,Street,Blue,White-red,Red
1913,Tunnel,Blue2,Purple,Green
1914,Tunnel,Blue,White-red,Red
1915,Changingroom,Blue2,Yellow,Green
1916,Goldenhour,Pink,White-pink,Green
1917,Stadium,Pink,Red,Purple
1918,Street,Purple,White-blue,Blue
1919,Street,Red,White-blue,Red
1920,Tunnel,Blue2,White-red,Black
1921,Ancient,Blue,White-blue,Purple
1922,Goldenhour,Pink,Red,Green
1923,Changingroom,Pink,Yellow,Blue
1924,Tunnel,Blue,White-pink,Blue
1925,Changingroom,Purple,Green,Blue
1926,Stadium,Darkgreen,White,Gold
1927,Street,Green,Pink,White
1928,Changingroom,Purple,White-purple,Purple
1929,Tunnel,Blue2,Red,Purple
1930,Tunnel,Darkgreen,White-red,Red
1931,Tunnel,Blue2,Red,Blue
1932,Goldenhour,Purple,Diamond,Blue
1933,Stadium,Pink,Green,Blue
1934,Goldenhour,Darkgreen,White,Red
1935,Tunnel,Pink,Pink,Green
1936,Tunnel,Blue,White-blue,White
1937,Ancient,Red,White-blue,Diamond
1938,Street,Purple,Purple,Red
1939,Changingroom,Blue,Blue,Purple
1940,Ancient,Blue,Green,Purple
1941,Goldenhour,Green,White-purple,Purple
1942,Goldenhour,Purple,White-pink,White
1943,Changingroom,Pink,Green,Purple
1944,Stadium,Purple,White-purple,White
1945,Street,Pink,Blue,Green
1946,Street,Gold,White-purple,Green
1947,Ancient,Pink,Diamond,Black
1948,Goldenhour,Green,Pink,Green
1949,Street,Darkgreen,White-red,Red
1950,Street,Blue,Pink,Black
1951,Goldenhour,Purple,White-purple,White
1952,Tunnel,Pink,White-red,Blue
1953,Goldenhour,Red,White,Black
1954,Goldenhour,Purple,White,Black
1955,Goldenhour,Darkblue,Red,White
1956,Stadium,Darkblue,Red,Blue
1957,Tunnel,Purple,White-pink,Green
1958,Changingroom,Purple,White,Black
1959,Goldenhour,Blue2,Red,Black
1960,Goldenhour,Green,Red,Blue
1961,Goldenhour,Green,White-blue,Green
1962,Changingroom,Green,Pink,Gold
1963,Changingroom,Blue,Purple,Purple
1964,Goldenhour,Red,Purple,Black
1965,Goldenhour,Green,Yellow,Green
1966,Goldenhour,Darkgreen,White-red,White
1967,Tunnel,Blue2,White-purple,Green
1968,Goldenhour,Darkgreen,White-pink,Green
1969,Stadium,Blue,Green,Black
1970,Street,Darkblue,White,Purple
1971,Street,Blue2,Yellow,Red
1972,Tunnel,Pink,Blue,Green
1973,Street,Blue,White-pink,Red
1974,Goldenhour,Gold,White,White
1975,Street,Blue2,White-red,Red
1976,Changingroom,Pink,Red,Green
1977,Changingroom,Blue,White-red,Red
1978,Street,Darkblue,Pink,Green
1979,Tunnel,Darkblue,White,White
1980,Street,Red,Yellow,Black
1981,Stadium,Pink,Purple,Blue
1982,Street,Blue2,Pink,White
1983,Street,Blue,Red,Blue
1984,Changingroom,Pink,White-red,Blue
1985,Goldenhour,Darkblue,White,Blue
1986,Goldenhour,Pink,White-purple,Diamond
1987,Stadium,Darkgreen,Gold,Black
1988,Changingroom,Darkblue,Green,Purple
1989,Changingroom,Red,Green,Green
1990,Goldenhour,Darkgreen,Red,Purple
1991,Tunnel,Darkblue,White,Diamond
1992,Goldenhour,Blue,White-red,Blue
1993,Changingroom,Gold,Purple,Green
1994,Tunnel,Darkblue,Red,Gold
1995,Street,Purple,White-pink,White
1996,Tunnel,Darkgreen,Blue,Diamond
1997,Goldenhour,Purple,Red,Black
1998,Changingroom,Green,Blue,Red
1999,Stadium,Blue2,Green,Purple
2000,Tunnel,Pink,Purple,Black
2001,Ancient,Red,Purple,Blue
2002,Changingroom,Blue2,Gold,Black
2003,Changingroom,Darkgreen,Gold,Red
2004,Stadium,Red,Purple,Black
2005,Tunnel,Blue,Green,White
2006,Stadium,Darkblue,White,Diamond
2007,Stadium,Darkblue,White-blue,Purple
2008,Stadium,Darkgreen,Blue,Red
2009,Street,Blue2,White-pink,Red
2010,Goldenhour,Red,White,Red
2011,Stadium,Blue,White,Gold
2012,Changingroom,Red,Blue,Purple
2013,Changingroom,Darkgreen,Diamond,Red
2014,Tunnel,Blue2,White,Red
2015,Stadium,Blue,Pink,Purple
2016,Street,Darkblue,Blue,White
2017,Tunnel,Pink,Pink,White
2018,Tunnel,Red,White,Green
2019,Ancient,Purple,White-blue,Green
2020,Goldenhour,Purple,Green,Gold
2021,Tunnel,Purple,Red,Blue
2022,Changingroom,Gold,Green,Purple
2023,Tunnel,Blue,White-purple,Black
2024,Changingroom,Red,Diamond,Blue
2025,Stadium,Blue,White-pink,Red
2026,Street,Blue2,Green,Blue
2027,Goldenhour,Green,Purple,Purple
2028,Tunnel,Purple,White-blue,Blue
2029,Changingroom,Purple,Blue,Diamond
2030,Ancient,Blue2,White-blue,Red
2031,Stadium,Red,Red,Purple
2032,Tunnel,Darkblue,Pink,White
2033,Changingroom,Darkblue,Gold,Purple
2034,Ancient,Blue,Blue,Green
2035,Tunnel,Blue,Blue,Blue
2036,Goldenhour,Green,White-blue,Blue
2037,Street,Pink,White-blue,Black
2038,Tunnel,Red,White,Black
2039,Goldenhour,Pink,Gold,Purple
2040,Goldenhour,Darkblue,Purple,Blue
2041,Stadium,Darkgreen,Green,Green
2042,Changingroom,Blue,Pink,White
2043,Street,Purple,Red,Purple
2044,Ancient,Pink,White,Purple
2045,Changingroom,Darkblue,White-blue,Green
2046,Changingroom,Darkgreen,Blue,Black
2047,Changingroom,Gold,White,Green
2048,Tunnel,Blue,White-pink,Green
2049,Stadium,Red,White-purple,Black
2050,Goldenhour,Purple,White-blue,Green
2051,Street,Purple,White,White
2052,Goldenhour,Blue,White-purple,Red
2053,Goldenhour,Blue2,White-purple,Red
2054,Street,Red,Red,Diamond
2055,Tunnel,Red,White-pink,White
2056,Goldenhour,Purple,Red,Blue
2057,Changingroom,Red,White-red,Gold
2058,Goldenhour,Darkgreen,Blue,White
2059,Ancient,Pink,White-blue,Blue
2060,Ancient,Pink,White-purple,Black
2061,Changingroom,Purple,Yellow,Black
2062,Stadium,Green,Yellow,Purple
2063,Goldenhour,Gold,Red,Purple
2064,Street,Purple,Blue,Red
2065,Ancient,Gold,White-purple,Red
2066,Street,Darkgreen,White-blue,Blue
2067,Street,Blue,Pink,Red
2068,Street,Blue,Yellow,Purple
2069,Stadium,Red,White-pink,Green
2070,Stadium,Blue,White-purple,Blue
2071,Stadium,Pink,Yellow,Red
2072,Ancient,Red,Blue,White
2073,Street,Pink,White-pink,Red
2074,Stadium,Green,White-red,Black
2075,Street,Green,Pink,Diamond
2076,Stadium,Pink,Red,Red
2077,Changingroom,Darkgreen,White-pink,Red
2078,Street,Blue2,White-purple,Red
2079,Goldenhour,Blue,Yellow,Blue
2080,Changingroom,Pink,Red,Purple
2081,Tunnel,Darkblue,White-blue,Blue
2082,Stadium,Purple,Pink,Diamond
2083,Goldenhour,Darkgreen,Green,Red
2084,Street,Darkgreen,White-pink,Blue
2085,Changingroom,Blue,Yellow,Purple
2086,Street,Blue2,Gold,Green
2087,Tunnel,Purple,Gold,Green
2088,Stadium,Gold,Pink,Red
2089,Stadium,Pink,Red,Black
2090,Changingroom,Red,White-purple,White
2091,Street,Gold,Red,Green
2092,Changingroom,Green,Purple,Black
2093,Stadium,Purple,White-purple,Gold
2094,Goldenhour,Darkgreen,Diamond,Red
2095,Stadium,Blue2,White-purple,Purple
2096,Changingroom,Pink,Purple,Purple
2097,Goldenhour,Blue2,Yellow,White
2098,Stadium,Gold,Red,Diamond
2099,Tunnel,Blue2,Yellow,Red
2100,Stadium,Blue,Gold,Blue
2101,Stadium,Darkblue,White-blue,White
2102,Ancient,Darkblue,White,Red
2103,Goldenhour,Darkblue,Blue,Purple
2104,Goldenhour,Blue,White-blue,Purple
2105,Stadium,Pink,Blue,Green
2106,Changingroom,Pink,Diamond,Blue
2107,Tunnel,Darkgreen,Blue,Gold
2108,Tunnel,Blue2,White,Purple
2109,Goldenhour,Blue,Purple,Blue
2110,Stadium,Blue,White-purple,Green
2111,Changingroom,Gold,Gold,Black
2112,Goldenhour,Darkgreen,White-purple,Green
2113,Changingroom,Darkblue,White-blue,White
2114,Street,Blue2,White-red,White
2115,Tunnel,Blue2,Yellow,Purple
2116,Street,Darkblue,Blue,Black
2117,Changingroom,Blue,Pink,Black
2118,Tunnel,Green,Gold,Purple
2119,Street,Gold,Green,Purple
2120,Goldenhour,Darkblue,White-pink,White
2121,Tunnel,Red,Blue,Purple
2122,Street,Green,Blue,White
2123,Street,Green,White-blue,Red
2124,Goldenhour,Green,Red,Black
2125,Changingroom,Blue,Purple,Red
2126,Changingroom,Pink,Green,Diamond
